DATE,DSF,OPEN SD,COMMENTS
07-May-15,0,0,
08-May-15,0,0,
09-May-15,0,0,
10-May-15,0,0,
11-May-15,0,0,
12-May-15,0,0,
13-May-15,0,0,
14-May-15,0,0,
15-May-15,0,0,
16-May-15,0,0,
17-May-15,0,0,
18-May-15,0,0,
19-May-15,0,0,
20-May-15,0,0,
21-May-15,0,0,
22-May-15,0,0,
23-May-15,0,0,
24-May-15,0,0,
25-May-15,0,0,
26-May-15,0,0,
27-May-15,0,0,
28-May-15,0,0,
29-May-15,0,0,
30-May-15,0,0,
31-May-15,0,0,
01-Jun-15,0,0,
02-Jun-15,0,0,
03-Jun-15,0,0,
04-Jun-15,0,0,
05-Jun-15,0,0,
06-Jun-15,0,0,
07-Jun-15,0,0,
08-Jun-15,0,0,
09-Jun-15,0,0,
10-Jun-15,0,0,
11-Jun-15,0,0,
12-Jun-15,0,0,
13-Jun-15,0,0,
14-Jun-15,0,0,
15-Jun-15,0,0,
16-Jun-15,0,0,
17-Jun-15,0,0,
18-Jun-15,0,0,
19-Jun-15,0,0,
20-Jun-15,0,0,
21-Jun-15,0,0,
22-Jun-15,0,0,
23-Jun-15,0,0,
24-Jun-15,0,0,
25-Jun-15,0,0,
26-Jun-15,0,0,
27-Jun-15,0,0,
28-Jun-15,0,0,
29-Jun-15,0,0,
30-Jun-15,0,0,
01-Jul-15,0,0,
02-Jul-15,0,0,
03-Jul-15,0,0,
04-Jul-15,0,0,
05-Jul-15,0,0,
06-Jul-15,0,0,
07-Jul-15,0,0,
08-Jul-15,0,0,
09-Jul-15,0,0,
10-Jul-15,0,0,
11-Jul-15,0,0,
12-Jul-15,0,0,
13-Jul-15,0,0,
14-Jul-15,0,0,
15-Jul-15,0,0,
16-Jul-15,0,0,
17-Jul-15,0,0,
18-Jul-15,0,0,
19-Jul-15,0,0,
20-Jul-15,0,0,
21-Jul-15,0,0,
22-Jul-15,0,0,
23-Jul-15,0,0,
24-Jul-15,0,0,
25-Jul-15,0,0,
26-Jul-15,0,0,
27-Jul-15,0,0,
28-Jul-15,0,0,
29-Jul-15,0,0,
30-Jul-15,0,0,
31-Jul-15,0,0,
01-Aug-15,0,0,
02-Aug-15,0,0,
