DATE,DSF,OPEN SD,COMMENTS
09-Sep-15,0,0,
10-Sep-15,0,0,
11-Sep-15,0,0,
12-Sep-15,0,0,
13-Sep-15,0,0,
14-Sep-15,0,0,
15-Sep-15,0,0,
16-Sep-15,0,0,
17-Sep-15,0,0,
18-Sep-15,0,0,
19-Sep-15,2.8,0,
20-Sep-15,0.7,1,
21-Sep-15,0,0,
22-Sep-15,0,0,
23-Sep-15,1.4,1,
24-Sep-15,0.5,1,
25-Sep-15,0,0,
26-Sep-15,0,0,
27-Sep-15,0,0,
28-Sep-15,0,0,
29-Sep-15,0,0,
30-Sep-15,0,0,
01-Oct-15,1,1,
02-Oct-15,0,0,
03-Oct-15,0,0,
04-Oct-15,0,0,
05-Oct-15,0,0,
06-Oct-15,0,0,
07-Oct-15,0,0,
08-Oct-15,0,0,
09-Oct-15,0,0,
10-Oct-15,3.8,3,
11-Oct-15,0,0,* Some of these Snow hardness values are estimates as they were not always done when snow was so low here
12-Oct-15,0,0,
13-Oct-15,0,0,
14-Oct-15,0,0,
15-Oct-15,0,0,
16-Oct-15,0.1,0,
17-Oct-15,0,0,
18-Oct-15,0,0,
19-Oct-15,0,0,
20-Oct-15,0,0,
21-Oct-15,1.1,0.5,
22-Oct-15,0,0,
23-Oct-15,0,0,
24-Oct-15,0,0,
25-Oct-15,0,0,
26-Oct-15,0,0,
27-Oct-15,0,0,
28-Oct-15,0,0,
29-Oct-15,0,0,
30-Oct-15,0,0,
31-Oct-15,1.2,2,
01-Nov-15,1.3,4.33,*higher open SD because of grass
02-Nov-15,0,3.33,
03-Nov-15,0,2.67,
04-Nov-15,2.6,6.17,
05-Nov-15,0,6,
06-Nov-15,1,7,
07-Nov-15,0,6,
08-Nov-15,6,11.83,"* The last days we missed due to Haines and Yukon Forum, used trail cameras to determine when snow actually fell"
09-Nov-15,0,12.17,
10-Nov-15,1.9,11.5,
11-Nov-15,0.1,10.67,
12-Nov-15,4,13,
13-Nov-15,13.2,26.67,* started taking continuous snow hardness data from here on
14-Nov-15,1.2,27.33,
15-Nov-15,1.5,25.33,
16-Nov-15,0.2,20.67,
17-Nov-15,0.2,21.33,
18-Nov-15,0.1,20.67,
19-Nov-15,0.1,NA,
20-Nov-15,0.3,19.67,
21-Nov-15,0.1,18.33,
22-Nov-15,0.4,18.33,
23-Nov-15,0.1,18.33,
24-Nov-15,0,17.67,
25-Nov-15,0,18,
26-Nov-15,0,16.67,
27-Nov-15,0,16,
28-Nov-15,1.1,17.33,
29-Nov-15,3.2,18.67,
30-Nov-15,4,21.67,
01-Dec-15,3.1,23.33,
02-Dec-15,0.1,24,
03-Dec-15,0,22.3,
04-Dec-15,0,NA,
05-Dec-15,0,21.67,
06-Dec-15,1.8,22.67,
07-Dec-15,1.9,24,
08-Dec-15,0.2,24.33,
09-Dec-15,0.4,24,
10-Dec-15,0,NA,
11-Dec-15,0.1,21.67,
12-Dec-15,0.1,23,
13-Dec-15,0,NA,
14-Dec-15,0.1,24,
15-Dec-15,0,NA,
16-Dec-15,0,NA,
17-Dec-15,0.3,NA,
18-Dec-15,0.1,23.83,
19-Dec-15,0.2,NA,
20-Dec-15,1.2,NA,
21-Dec-15,1.7,NA,
22-Dec-15,0,NA,
23-Dec-15,0.5,NA,
24-Dec-15,0,28,
25-Dec-15,0,NA,
26-Dec-15,0.5,28.33,
27-Dec-15,0,NA,
28-Dec-15,0,NA,
29-Dec-15,0,27.83,
30-Dec-15,0,NA,
31-Dec-15,3.2,NA,
01-Jan-16,3.5,29.83,
02-Jan-16,0,29.67,
03-Jan-16,0,NA,
04-Jan-16,0,NA,
05-Jan-16,0,NA,
06-Jan-16,0,NA,
07-Jan-16,0.2,NA,
08-Jan-16,0,30.5,
09-Jan-16,0,29.17,
10-Jan-16,0,NA,
11-Jan-16,0,NA,
12-Jan-16,0.5,27.13,
13-Jan-16,0.3,28.5,
14-Jan-16,0,NA,
15-Jan-16,1.1,29.625,
16-Jan-16,0.9,28.75,
17-Jan-16,0,28.875,
18-Jan-16,0.8,32.875,
19-Jan-16,0,NA,
20-Jan-16,0,NA,* used trail cameras to figure out when it snowed
21-Jan-16,1.8,31,
22-Jan-16,1,30.875,
23-Jan-16,0.1,30.83,
24-Jan-16,0.2,30.25,
25-Jan-16,0.3,31.25,
26-Jan-16,1,30.875,
27-Jan-16,0,NA,
28-Jan-16,1,28.75,
29-Jan-16,0,32,
30-Jan-16,8.9,35.5,
31-Jan-16,1.2,39,
01-Feb-16,0.2,37.75,
02-Feb-16,0,39,
03-Feb-16,0.5,39.125,
04-Feb-16,1.5,40.25,
05-Feb-16,0,NA,
06-Feb-16,0.5,37.375,
07-Feb-16,0.5,41.375,
08-Feb-16,0.4,38.25,
09-Feb-16,0.1,39.875,
10-Feb-16,0.3,38.375,
11-Feb-16,0,NA,
12-Feb-16,0.1,39.5,
13-Feb-16,0,NA,
14-Feb-16,0,39.875,
15-Feb-16,0,39.875,
16-Feb-16,0.4,40.75,
17-Feb-16,0.2,40.75,
18-Feb-16,0,NA,
19-Feb-16,0,41.375,
20-Feb-16,0,NA,
21-Feb-16,0,39.75,
22-Feb-16,0,NA,
23-Feb-16,0,40.25,
24-Feb-16,0,39.875,
25-Feb-16,0,39.5,
26-Feb-16,4.2,46,
27-Feb-16,0,NA,*day off but snow on 28th was most likely left over from day before
28-Feb-16,0.3,43,
29-Feb-16,0,42.375,
01-Mar-16,0,44.5,
02-Mar-16,0,41.25,
03-Mar-16,0,43.875,
04-Mar-16,0,NA,
05-Mar-16,0,NA,*Silver sled dog race
06-Mar-16,0,44,
07-Mar-16,1.8,39.125,
08-Mar-16,0,44.125,
09-Mar-16,0,NA,
10-Mar-16,0,NA,
11-Mar-16,0,42.875,
12-Mar-16,0,NA,
13-Mar-16,0,42,
14-Mar-16,0,42.25,
15-Mar-16,0,NA,
16-Mar-16,0,NA,
17-Mar-16,0,NA,
18-Mar-16,1.5,45,
19-Mar-16,0,NA,
20-Mar-16,0,42.875,
21-Mar-16,0,40.25,
22-Mar-16,0,38.875,
23-Mar-16,0,43.25,
24-Mar-16,0,NA,
25-Mar-16,0,38.75,
26-Mar-16,0,40.875,
27-Mar-16,0,39.625,
28-Mar-16,0,39.125,
29-Mar-16,0,37.25,
30-Mar-16,0,23.875,
31-Mar-16,0,21.75,
01-Apr-16,0,NA,
02-Apr-16,0,16,
03-Apr-16,0,10.25,
04-Apr-16,0,10.125,
05-Apr-16,0,0,
06-Apr-16,0,9.5,
07-Apr-16,3,10.125,
08-Apr-16,0,NA,
09-Apr-16,0,0,
10-Apr-16,0,3.67,
11-Apr-16,0,0,
12-Apr-16,0,0, * Camille and Adam were classifying different things as 0 over the last 2 weeks… will need to adjust
13-Apr-16,0,0,
14-Apr-16,0,0,
15-Apr-16,0,NA,
16-Apr-16,0,0,
17-Apr-16,0,0,
18-Apr-16,0,0,
19-Apr-16,0,0,"* Done by Mike, use as reference for where to put previous differences between Camille + Adam"
20-Apr-16,0,0,
21-Apr-16,0,0,
22-Apr-16,0,0,
23-Apr-16,0,0,
24-Apr-16,0,0,
25-Apr-16,0,0,
26-Apr-16,0,0,
27-Apr-16,0,0,
28-Apr-16,0,0,
29-Apr-16,0,0,
30-Apr-16,0,0,
01-May-16,0,0,
02-May-16,4,4,
03-May-16,0,0,* Need to check dylans book plus trail cameras for May and Summer in case it snowed.
04-May-16,0,0,
05-May-16,0,0,
06-May-16,0,0,
07-May-16,0,0,
08-May-16,0,0,
09-May-16,0,0,
10-May-16,0,0,
11-May-16,0,0,
12-May-16,0,0,
13-May-16,0,0,
14-May-16,0,0,
15-May-16,0,0,
16-May-16,0,0,
17-May-16,0,0,
18-May-16,0,0,
19-May-16,0,0,
20-May-16,0,0,
21-May-16,0,0,
22-May-16,0,0,
23-May-16,0,0,
24-May-16,0,0,
25-May-16,0,0,
26-May-16,0,0,
27-May-16,0,0,
28-May-16,0,0,
29-May-16,0,0,
30-May-16,0,0,
31-May-16,0,0,
01-Jun-16,0,0,
02-Jun-16,0,0,
03-Jun-16,0,0,
04-Jun-16,0,0,
05-Jun-16,0,0,
06-Jun-16,0,0,
07-Jun-16,0,0,
08-Jun-16,0,0,
09-Jun-16,0,0,
10-Jun-16,0,0,
11-Jun-16,0,0,
12-Jun-16,0,0,
13-Jun-16,0,0,
14-Jun-16,0,0,
15-Jun-16,0,0,
16-Jun-16,0,0,
17-Jun-16,0,0,
18-Jun-16,0,0,
19-Jun-16,0,0,
20-Jun-16,0,0,
21-Jun-16,0,0,
22-Jun-16,0,0,
23-Jun-16,0,0,
24-Jun-16,0,0,
25-Jun-16,0,0,
26-Jun-16,0,0,
27-Jun-16,0,0,
28-Jun-16,0,0,
29-Jun-16,0,0,
30-Jun-16,0,0,
01-Jul-16,0,0,
02-Jul-16,0,0,
03-Jul-16,0,0,
04-Jul-16,0,0,
05-Jul-16,0,0,
06-Jul-16,0,0,
07-Jul-16,0,0,
08-Jul-16,0,0,
09-Jul-16,0,0,
10-Jul-16,0,0,
11-Jul-16,0,0,
12-Jul-16,0,0,
13-Jul-16,0,0,
14-Jul-16,0,0,
15-Jul-16,0,0,
16-Jul-16,0,0,
17-Jul-16,0,0,
18-Jul-16,0,0,
19-Jul-16,0,0,
20-Jul-16,0,0,
21-Jul-16,0,0,
22-Jul-16,0,0,
23-Jul-16,0,0,
24-Jul-16,0,0,
25-Jul-16,0,0,
26-Jul-16,0,0,
27-Jul-16,0,0,
28-Jul-16,0,0,
29-Jul-16,0,0,
30-Jul-16,0,0,
31-Jul-16,0,0,
01-Aug-16,0,0,
02-Aug-16,0,0,
03-Aug-16,0,0,
04-Aug-16,0,0,
05-Aug-16,0,0,
06-Aug-16,0,0,
07-Aug-16,0,0,
08-Aug-16,0,0,
09-Aug-16,0,0,
10-Aug-16,0,0,
11-Aug-16,0,0,
12-Aug-16,0,0,
13-Aug-16,0,0,
14-Aug-16,0,0,
15-Aug-16,0,0,
16-Aug-16,0,0,
17-Aug-16,0,0,
18-Aug-16,0,0,
19-Aug-16,0,0,
20-Aug-16,0,0,
21-Aug-16,0,0,
22-Aug-16,0,0,
23-Aug-16,0,0,
24-Aug-16,0,0,
25-Aug-16,0,0,
26-Aug-16,0,0,
27-Aug-16,0,0,
28-Aug-16,0,0,
29-Aug-16,0,0,
30-Aug-16,0,0,
31-Aug-16,0,0,
01-Sep-16,0,0,
02-Sep-16,0,0,
03-Sep-16,0,0,
04-Sep-16,0,0,
05-Sep-16,0,0,
06-Sep-16,0,0,
07-Sep-16,0,0,
08-Sep-16,0,0,
09-Sep-16,0,0,
10-Sep-16,0,0,
11-Sep-16,0,0,
12-Sep-16,0,0,
13-Sep-16,0,0,
14-Sep-16,0,0,
15-Sep-16,0,0,
16-Sep-16,0,0,
17-Sep-16,0,0,
18-Sep-16,0,0,
19-Sep-16,0,0,
20-Sep-16,0,0,
21-Sep-16,0,0,
22-Sep-16,0,0,
23-Sep-16,0,0,
24-Sep-16,0,0,
25-Sep-16,0,0,
26-Sep-16,0.5,0,
27-Sep-16,0,0,
28-Sep-16,0,0,
29-Sep-16,0,0,
30-Sep-16,0,0,
01-Oct-16,0,0,
02-Oct-16,0,0,
03-Oct-16,0.1,0,
04-Oct-16,0,0,
05-Oct-16,0,0,
06-Oct-16,0,0,
07-Oct-16,0,0,
08-Oct-16,0,0,
09-Oct-16,0,0,
10-Oct-16,0,0,
11-Oct-16,0,0,
12-Oct-16,0,0,
13-Oct-16,0,0,
14-Oct-16,0,0,
15-Oct-16,0.5,0,
16-Oct-16,0,0,
17-Oct-16,3.5,4.5,
18-Oct-16,4.8,10,* the depth and hardness measurements were taken on the 19th but put here… we removed snow from a board and all the new snowfall when we got back from haines on the 19th is therefore actually from the 18th  
19-Oct-16,0,10,
20-Oct-16,0.1,8,
21-Oct-16,0,9.5,
22-Oct-16,4.5,14.75,
23-Oct-16,1.2,15.83,
24-Oct-16,0,11.67,
25-Oct-16,0,12.67,
26-Oct-16,0,NA,
27-Oct-16,0,11.83,
28-Oct-16,0,11,
29-Oct-16,0,13.33,
30-Oct-16,0,10.83,
31-Oct-16,0,8.67,
01-Nov-16,0,10.5,
02-Nov-16,0,NA,
03-Nov-16,2,13,
04-Nov-16,1.7,14,
05-Nov-16,5.1,NA,
06-Nov-16,0,20.17,
07-Nov-16,3.5,20.83,
08-Nov-16,0.9,21.33,
09-Nov-16,0.5,19.67,
10-Nov-16,0,NA,
11-Nov-16,0,18.83,
12-Nov-16,2.6,21,
13-Nov-16,0,20.33,
14-Nov-16,1.3,21,
15-Nov-16,0,19.67,
16-Nov-16,0,20.33333333,
17-Nov-16,1.1,NA,*switched daily snowfall from 18th to 17th based on snow cover cameras.
18-Nov-16,0,21,
19-Nov-16,0,21.67,
20-Nov-16,0,21.67,
21-Nov-16,0,22.17,
22-Nov-16,0,NA,
23-Nov-16,0.2,20.67,
24-Nov-16,0,19.33,
25-Nov-16,0.5,21.67,
26-Nov-16,0,21.67,
27-Nov-16,0,NA,
28-Nov-16,0.6,19.67,
29-Nov-16,7.2,NA,* wasn’t checked today but divided the 30th by two
30-Nov-16,7.3,35.67,
01-Dec-16,0.8,33.67,
02-Dec-16,7,NA,* only chitty was done… divided the 3rd DSF similar to chitty
03-Dec-16,3,38,
04-Dec-16,0,NA,
05-Dec-16,0.3,35.67,
06-Dec-16,0,NA,
07-Dec-16,0.1,37.67,
08-Dec-16,0.5,32.83,
09-Dec-16,0.6,31.33,
10-Dec-16,0,35,
11-Dec-16,0.1,35.83,
12-Dec-16,0,31.17,
13-Dec-16,0,NA,
14-Dec-16,0,NA,
15-Dec-16,0,32.33,
16-Dec-16,0,35.17,
17-Dec-16,0,33.33,
18-Dec-16,0.2,NA,
19-Dec-16,2,34.5,
20-Dec-16,0,NA,
21-Dec-16,0,NA,
22-Dec-16,0,36,
23-Dec-16,0,NA,
24-Dec-16,0.1,37.17,
25-Dec-16,0.1,NA,
26-Dec-16,0.1,37,
27-Dec-16,0,NA,
28-Dec-16,0,NA,
29-Dec-16,0.2,35.33,
30-Dec-16,0.1,35.83,
31-Dec-16,5.2,NA,
01-Jan-17,0,NA,
02-Jan-17,0,39.33,
03-Jan-17,0,39.5,
04-Jan-17,0,NA,
05-Jan-17,0.7,37.67,
06-Jan-17,1,39.17,
07-Jan-17,0,NA,
08-Jan-17,0,NA,
09-Jan-17,0,NA,
10-Jan-17,0,38.17,
11-Jan-17,0,NA,
12-Jan-17,0,NA,
13-Jan-17,0.8,41,
14-Jan-17,0,38.33,
15-Jan-17,0,NA,
16-Jan-17,1.2,NA,
17-Jan-17,0,34,
18-Jan-17,0,35.5,
19-Jan-17,1.4,NA,
20-Jan-17,0.1,36.83333333,
21-Jan-17,0,NA,
22-Jan-17,0,35.33,
23-Jan-17,1,35.33,
24-Jan-17,0,34.83,
25-Jan-17,3,NA,
26-Jan-17,0,NA,
27-Jan-17,4,42.17,*divided this snow and put on 25 based on snow cameras
28-Jan-17,5,45.33,
29-Jan-17,2.5,48.17,
30-Jan-17,2,44.5,
31-Jan-17,0,NA,
01-Feb-17,0,NA,
02-Feb-17,0,48.17,
03-Feb-17,0,NA,
04-Feb-17,0,NA,
05-Feb-17,0,NA,
06-Feb-17,0.1,48,
07-Feb-17,0,46,
08-Feb-17,0,NA,
09-Feb-17,1,47.17,
10-Feb-17,1.9,51.83,
11-Feb-17,1,50.17,
12-Feb-17,9.8,58.5,
13-Feb-17,7.5,59.67,
14-Feb-17,39,76.67,
15-Feb-17,0,NA,
16-Feb-17,0,76.33,
17-Feb-17,0,71.67,
18-Feb-17,0,74.67,
19-Feb-17,0,72.67,
20-Feb-17,0.1,72,
21-Feb-17,0,NA,
22-Feb-17,0,70.5,
23-Feb-17,0,72,
24-Feb-17,0.1,68,
25-Feb-17,1.8,70.17,
26-Feb-17,0.1,68.83,
27-Feb-17,0.8,66,
28-Feb-17,0,NA,
01-Mar-17,3.5,66.33,
02-Mar-17,2,58.67,
03-Mar-17,3.7,66,
04-Mar-17,0,NA,silver sled race
05-Mar-17,1,NA,silver sled race
06-Mar-17,0,67.33333333,* moved 1cm up based on cameras
07-Mar-17,0,62.16666667,
08-Mar-17,0,NA,"missed measurements, hare snares for Darcy"
09-Mar-17,0,NA,day off
10-Mar-17,0,64,
11-Mar-17,0,62,
12-Mar-17,0,64,
13-Mar-17,1,67.5,
14-Mar-17,0.1,65.66666667,
15-Mar-17,2.5,66,
16-Mar-17,6,NA,day off
17-Mar-17,0,67,Moved up one day based on cameras
18-Mar-17,0,NA,hair snares
19-Mar-17,0,70.66666667,
20-Mar-17,0.1,65,
21-Mar-17,3,74.66666667,
22-Mar-17,3.5,67.33333333,
23-Mar-17,4,63.66666667,
24-Mar-17,0,NA,hair snares
25-Mar-17,1.5,66.33333333,
26-Mar-17,0,NA,not taken
27-Mar-17,0,NA,not taken
28-Mar-17,3.5,72.66666667,
29-Mar-17,0,69.16666667,
30-Mar-17,0,NA,not taken
31-Mar-17,0,NA,not taken
01-Apr-17,0,61.83333333,
02-Apr-17,0,NA,
03-Apr-17,0,NA,
04-Apr-17,0,58,
05-Apr-17,0,NA,no time
06-Apr-17,0,NA,no time
07-Apr-17,0,54.33333333,
08-Apr-17,0,NA,
09-Apr-17,0,NA,
10-Apr-17,0,NA,
11-Apr-17,0,54,
12-Apr-17,0,NA,
13-Apr-17,0,NA,
14-Apr-17,0,NA,
15-Apr-17,0,42.33333333,
16-Apr-17,0,NA,
17-Apr-17,4,NA,
18-Apr-17,0,39.66666667,
19-Apr-17,0,NA,
20-Apr-17,0,NA,
21-Apr-17,0,NA,
22-Apr-17,0,37.66666667,
23-Apr-17,0,NA,
24-Apr-17,0,NA,
25-Apr-17,0,29,
26-Apr-17,0,NA,
27-Apr-17,0,NA,
28-Apr-17,0,15.66666667,
29-Apr-17,0,NA,
30-Apr-17,0,12.66666667,
01-May-17,0,NA,
02-May-17,0,NA,
03-May-17,4,4.666666667,
04-May-17,0,NA,
05-May-17,0,NA,
06-May-17,0,4,
07-May-17,0,NA,
08-May-17,0,0,
09-May-17,0,0,
10-May-17,0,0,
11-May-17,0,0,
12-May-17,0,0,
13-May-17,0,0,
14-May-17,0,0,
15-May-17,0,0,
16-May-17,0,0,* based on cameras
17-May-17,0,0,
18-May-17,0,0,
19-May-17,0,0,
20-May-17,0,0,
21-May-17,0,0,
22-May-17,0,0,
23-May-17,0,0,
24-May-17,0,0,
25-May-17,0,0,
26-May-17,0,0,
27-May-17,0,0,
28-May-17,0,0,
29-May-17,0,0,
30-May-17,0,0,
31-May-17,0,0,
01-Jun-17,0,0,
02-Jun-17,0,0,
03-Jun-17,0,0,
04-Jun-17,0,0,
05-Jun-17,0,0,
06-Jun-17,0,0,
07-Jun-17,0,0,
08-Jun-17,0,0,
09-Jun-17,0,0,
10-Jun-17,0,0,
11-Jun-17,0,0,
12-Jun-17,0,0,
13-Jun-17,0,0,
14-Jun-17,0,0,
15-Jun-17,0,0,
16-Jun-17,0,0,
17-Jun-17,0,0,
18-Jun-17,0,0,
19-Jun-17,0,0,
20-Jun-17,0,0,
21-Jun-17,0,0,
22-Jun-17,0,0,
23-Jun-17,0,0,
24-Jun-17,0,0,
25-Jun-17,0,0,
26-Jun-17,0,0,
27-Jun-17,0,0,
28-Jun-17,0,0,
29-Jun-17,0,0,
30-Jun-17,0,0,
01-Jul-17,0,0,
02-Jul-17,0,0,
03-Jul-17,0,0,
04-Jul-17,0,0,
05-Jul-17,0,0,
06-Jul-17,0,0,
07-Jul-17,0,0,
08-Jul-17,0,0,
09-Jul-17,0,0,
10-Jul-17,0,0,
11-Jul-17,0,0,
12-Jul-17,0,0,
13-Jul-17,0,0,
14-Jul-17,0,0,
15-Jul-17,0,0,
16-Jul-17,0,0,
17-Jul-17,0,0,
18-Jul-17,0,0,
19-Jul-17,0,0,
20-Jul-17,0,0,
21-Jul-17,0,0,
22-Jul-17,0,0,
23-Jul-17,0,0,
24-Jul-17,0,0,
25-Jul-17,0,0,
26-Jul-17,0,0,
27-Jul-17,0,0,
28-Jul-17,0,0,
29-Jul-17,0,0,
30-Jul-17,0,0,
31-Jul-17,0,0,
01-Aug-17,0,0,
02-Aug-17,0,0,
03-Aug-17,0,0,
04-Aug-17,0,0,
05-Aug-17,0,0,
06-Aug-17,0,0,
07-Aug-17,0,0,
08-Aug-17,0,0,
09-Aug-17,0,0,
10-Aug-17,0,0,
11-Aug-17,0,0,
12-Aug-17,0,0,
13-Aug-17,0,0,
14-Aug-17,0,0,
15-Aug-17,0,0,
16-Aug-17,0,0,
17-Aug-17,0,0,
18-Aug-17,0,0,
19-Aug-17,0,0,
20-Aug-17,0,0,
21-Aug-17,0,0,
22-Aug-17,0,0,
23-Aug-17,0,0,
24-Aug-17,0,0,
25-Aug-17,0,0,
26-Aug-17,0,0,
27-Aug-17,0,0,
28-Aug-17,0,0,
29-Aug-17,0,0,
30-Aug-17,0,0,
31-Aug-17,0,0,
01-Sep-17,0,0,didn’t measure spruce SD and Sh the last year
02-Sep-17,0,0,
03-Sep-17,0,0,
04-Sep-17,0,0,
05-Sep-17,0,0,
06-Sep-17,0,0,
07-Sep-17,0,0,
08-Sep-17,0,0,
09-Sep-17,0,0,
10-Sep-17,0,0,
11-Sep-17,0,0,
12-Sep-17,0,0,
13-Sep-17,0,0,
14-Sep-17,0,0,
15-Sep-17,0,0,
16-Sep-17,0,0,
17-Sep-17,0,0,
18-Sep-17,0,0,
19-Sep-17,0,0,
20-Sep-17,0,0,
21-Sep-17,0,0,
22-Sep-17,0,0,
23-Sep-17,0,0,
24-Sep-17,0,0,
25-Sep-17,0,0,
26-Sep-17,0,0,
27-Sep-17,0,0,
28-Sep-17,0,0,
29-Sep-17,0,0,
30-Sep-17,0,0,
01-Oct-17,0,0,
02-Oct-17,0,0,
03-Oct-17,0,0,
04-Oct-17,0,0,
05-Oct-17,0,0,
06-Oct-17,0,0,
07-Oct-17,0,0,
08-Oct-17,0,0,
09-Oct-17,0,0,
10-Oct-17,0,0,
11-Oct-17,0,0,
12-Oct-17,0,0,
